County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
57 - Yolo,6/4/2015,In Review,$2687305.00,9,Greater Sacramento Counties
57 - Yolo,6/4/2015,Pending Construction,$323071.00,7,Greater Sacramento Counties
57 - Yolo,6/4/2015,In Construction,$4898924.00,14,Greater Sacramento Counties
57 - Yolo,6/4/2015,In Closure,$940236.00,2,Greater Sacramento Counties
01 - Alameda,6/18/2015,In Review,$158060076.00,56,Bay Area Counties
01 - Alameda,6/18/2015,Pending Construction,$55007084.00,128,Bay Area Counties
01 - Alameda,6/18/2015,In Construction,$620864703.00,146,Bay Area Counties
01 - Alameda,6/18/2015,In Closure,$1297882951.00,117,Bay Area Counties
07 - Contra Costa,6/18/2015,In Review,$33207722.00,38,Bay Area Counties
07 - Contra Costa,6/18/2015,Pending Construction,$18731802.00,39,Bay Area Counties
07 - Contra Costa,6/18/2015,In Construction,$24147867.00,56,Bay Area Counties
