"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02402V02895","Type of Building and Construction","UNIT","VALUE"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","112","Non-residential building","Base 2015=100","120.500152137193"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","12","Civil engineering","Base 2015=100","109.112816390303"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","-","All building and construction","Base 2015=100","129.55343675968"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","11","Building (excluding civil engineering)","Base 2015=100","132.322674060507"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","111","Residential building","Base 2015=100","149.113468310814"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","112","Non-residential building","Base 2015=100","131.122746708204"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","12","Civil engineering","Base 2015=100","112.683140746852"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","-","All building and construction","Base 2015=100","134.368427408164"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","11","Building (excluding civil engineering)","Base 2015=100","137.461086813846"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","111","Residential building","Base 2015=100","148.011962783289"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","112","Non-residential building","Base 2015=100","135.683570246904"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","12","Civil engineering","Base 2015=100","117.619531859627"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","-","All building and construction","Base 2015=100","134.086914232649"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","11","Building (excluding civil engineering)","Base 2015=100","141.708086102669"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","111","Residential building","Base 2015=100","143.489874454163"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","112","Non-residential building","Base 2015=100","140.185345864057"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","12","Civil engineering","Base 2015=100","104.379069562896"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","-","All building and construction","Base 2015=100","137.219626968528"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","11","Building (excluding civil engineering)","Base 2015=100","141.361359610818"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","111","Residential building","Base 2015=100","138.959575759536"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","112","Non-residential building","Base 2015=100","141.591960229731"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","12","Civil engineering","Base 2015=100","122.179535145924"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","-","All building and construction","Base 2015=100","141.165695258632"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","11","Building (excluding civil engineering)","Base 2015=100","142.552997200234"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","111","Residential building","Base 2015=100","138.671216874347"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","112","Non-residential building","Base 2015=100","145.112536451672"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","12","Civil engineering","Base 2015=100","129.206668493473"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20191","2019Q1","-","All building and construction","Base 2015=100","140.85092378729"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20191","2019Q1","11","Building (excluding civil engineering)","Base 2015=100","145.356710053389"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20191","2019Q1","111","Residential building","Base 2015=100","147.888668938971"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20191","2019Q1","112","Non-residential building","Base 2015=100","147.494936307202"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20191","2019Q1","12","Civil engineering","Base 2015=100","115.771083259712"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20192","2019Q2","-","All building and construction","Base 2015=100","141.808645002649"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20192","2019Q2","11","Building (excluding civil engineering)","Base 2015=100","147.943767724442"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20192","2019Q2","111","Residential building","Base 2015=100","158.280886900355"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20192","2019Q2","112","Non-residential building","Base 2015=100","140.887182683096"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20192","2019Q2","12","Civil engineering","Base 2015=100","121.809839592723"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20193","2019Q3","-","All building and construction","Base 2015=100","144.700232408771"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20193","2019Q3","11","Building (excluding civil engineering)","Base 2015=100","153.681611307457"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20193","2019Q3","111","Residential building","Base 2015=100","164.289366663213"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20193","2019Q3","112","Non-residential building","Base 2015=100","152.790905317349"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20193","2019Q3","12","Civil engineering","Base 2015=100","108.58141711595"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20194","2019Q4","-","All building and construction","Base 2015=100","150.291338225523"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20194","2019Q4","11","Building (excluding civil engineering)","Base 2015=100","158.131857013677"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20194","2019Q4","111","Residential building","Base 2015=100","170.324073564407"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20194","2019Q4","112","Non-residential building","Base 2015=100","159.554061666093"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20194","2019Q4","12","Civil engineering","Base 2015=100","106.355467378998"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20201","2020Q1","-","All building and construction","Base 2015=100","159.11251280498"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20201","2020Q1","11","Building (excluding civil engineering)","Base 2015=100","164.965502507303"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20201","2020Q1","111","Residential building","Base 2015=100","162.542554221853"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20201","2020Q1","112","Non-residential building","Base 2015=100","165.606890936774"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20201","2020Q1","12","Civil engineering","Base 2015=100","120.552608340837"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20202","2020Q2","-","All building and construction","Base 2015=100","95.2771036954311"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20202","2020Q2","11","Building (excluding civil engineering)","Base 2015=100","104.929612289381"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20202","2020Q2","111","Residential building","Base 2015=100","80.8940309808664"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20202","2020Q2","112","Non-residential building","Base 2015=100","105.215717091603"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20202","2020Q2","12","Civil engineering","Base 2015=100","62.0027967745208"
"BEQ04C04","Volume of Production Index in Building and Construction (Seasonally Adjusted)","20203","2020Q3","-","All building and construction","Base 2015=100","132.682269961636"
